Vmag,Plx,e_Plx,B-V,Amag,target
4.82,0.97,0.77,1.362,9.753859,0
7.62,2.48,0.63,1.519,14.592258,0
7.61,3.01,1.45,1.2,15.002832,1
8.77,2.25,0.85,1.082,15.530912,0
8.34,2.42,1.29,1.12,15.259077,0
8.93,1.2,0.89,1.111,14.325907,0
7.62,2.6,0.75,0.036,14.694866,1
2.29,49.85,0.81,1.144,15.778326,0
5.6,6.35,1.01,-0.118,14.613869,1
5.76,7.69,0.69,1.118,15.189632,0
8.34,1.49,0.89,0.7,14.205932,0
8.68,2.03,0.75,0.909,15.217481,0
4.26,4.43,0.8,0.012,12.49202,0
5.13,2.61,0.73,2.038,12.213202,0
3.39,16.11,0.88,1.571,14.425479,0
9.09,2.01,1.28,0.495,15.60598,1
8.4,2.59,1.11,1.14,15.466498,0
8.76,1.07,1.41,1.094,13.9069195,0
7.86,66.15,0.95,1.153,21.96265,1
9.13,0.98,1.63,1.602,14.08613,0
9.38,9.78,0.87,0.552,19.331696,1
9.07,0.86,1.46,1.72,13.742492,0
9.33,4.79,1.5,0.709,17.731678,1
5.72,12.38,0.74,1.108,16.183601,0
9.12,8.41,1.24,0.58,18.74398,1
9.53,0.1,1.43,-0.039,9.53,1
6.24,8.78,0.87,1.05,15.957473,0
9.56,14.62,8.5,0.611,20.384739,1
5.26,5.86,0.61,1.637,14.099488,0
4.78,47.24,0.82,0.452,18.15155,1
9.86,28.23,1.66,1.137,22.113552,1
8.94,0.99,1.34,1.588,13.918176,0
8.9,3.99,1.14,1.403,16.904865,0
8.44,6.12,1.2,1.004,17.373756,1
6.4,6.09,0.75,1.266,15.323086,0
8.38,10.86,1.18,0.534,18.559149,1
6.07,8.72,0.84,1.139,15.772583,0
4.78,22.54,0.77,0.17,16.54477,1
8.55,1.77,0.94,1.071,14.789866,0
8.06,2.9,0.74,1.23,15.37199,0
8.27,5.05,0.69,1.092,16.786457,0
8.5,6.39,0.95,0.587,17.527504,1
4.85,20.15,0.54,0.035,16.371376,1
8.78,4.99,0.68,0.515,17.270504,1
7.68,2.09,1.03,1.527,14.280731,0
6.99,3.06,0.91,-0.058,14.418607,1
5.86,5.0,0.84,1.242,14.354851,0
8.26,11.77,0.98,0.668,18.613882,1
6.72,13.89,0.74,0.23,17.43351,1
7.65,3.18,0.99,1.401,15.162136,0
7.89,11.48,1.38,0.601,18.189709,1
7.89,2.83,0.95,0.059,15.1489315,1
8.16,10.17,1.07,0.551,18.196604,1
6.37,1.82,0.71,-0.077,12.670357,1
2.73,37.18,0.45,0.91,15.581547,0
7.41,4.97,0.86,0.015,15.891781,1
8.37,0.62,0.98,0.419,12.331959,0
7.67,3.57,1.18,0.662,15.433341,0
7.69,2.14,0.87,1.02,14.34207,0
8.37,2.29,1.02,1.615,15.169178,0
9.05,2.25,1.89,0.439,15.810913,1
6.22,0.77,0.8,0.102,10.652453,0
8.56,10.65,1.11,0.532,18.696747,1
8.01,133.63,33.56,1.519,23.63952,1
8.14,1.84,0.89,1.058,14.464089,0
6.4,4.8,1.32,-0.047,14.806206,0
8.98,15.23,1.37,0.659,19.8935,1
5.47,1.97,0.84,-0.155,11.942331,0
9.52,6.96,1.53,0.678,18.733047,1
6.98,3.66,0.88,1.32,14.797405,0
9.27,26.51,1.4,0.98,21.387049,1
6.23,23.87,0.78,0.398,18.119263,1
5.54,77.48,0.8,0.76,19.985949,1
5.92,2.92,0.81,-0.173,13.246914,1
7.38,4.48,0.59,1.062,15.63639,0
7.42,7.54,0.97,0.369,16.806856,1
9.2,4.96,1.63,0.31,17.677408,1
9.4,9.35,1.63,0.54,19.254059,1
6.1,31.51,0.5,0.428,18.592241,1
6.03,7.21,0.74,-0.063,15.319675,0
8.55,13.91,1.28,0.63,19.266636,1
8.79,2.23,0.94,0.1,15.531525,1
8.45,6.14,0.78,0.189,17.390842,1
7.1,3.9,1.05,1.494,15.055323,0
6.02,0.75,0.57,0.269,10.395306,0
9.1,3.89,1.08,0.289,17.049747,1
8.33,2.55,0.73,1.056,15.3627,0
7.81,58.96,1.05,1.036,21.662786,1
7.59,17.95,1.07,0.564,18.860323,1
6.98,15.82,0.89,0.529,17.976032,1
7.64,3.38,0.89,-0.106,15.284584,1
10.16,4.77,1.66,0.603,18.552591,1
7.45,8.43,0.96,1.079,17.079136,0
8.22,-1.69,1.3,0.643,14.359434,0
5.26,9.55,0.49,0.973,15.160017,0
10.51,3.03,2.03,0.469,17.917213,1
5.33,10.94,1.0,1.304,15.525085,0
7.97,2.51,1.38,0.579,14.968369,0
9.47,3.49,1.2,0.393,17.184128,1
9.15,3.75,1.33,1.079,17.020157,0
8.06,11.17,2.26,0.535,18.300266,1
7.26,5.19,0.83,1.22,15.835836,0
8.43,5.75,1.39,0.996,17.22834,0
5.75,15.98,0.75,0.27,16.767883,1
10.36,2.15,2.08,0.491,17.022192,1
7.85,25.52,0.99,0.705,19.884405,1
6.52,6.28,0.77,1.039,15.509798,0
7.35,2.22,1.0,2.736,14.081765,0
6.9,2.28,0.89,1.513,13.689674,0
8.6,3.32,1.47,1.64,16.20569,0
8.21,2.03,0.73,1.214,14.74748,0
7.48,1.03,0.73,1.545,12.544186,0
8.44,6.96,1.16,0.872,17.653046,0
7.11,9.11,0.79,1.144,16.907593,1
8.69,3.09,0.83,1.042,16.139793,0
7.66,4.0,0.63,0.931,15.6703005,0
5.44,8.54,0.56,0.913,15.09729,0
9.24,41.22,1.41,1.186,22.31554,1
7.18,29.47,0.93,0.573,19.526901,1
9.52,4.56,1.32,0.369,17.814825,1
7.05,7.35,0.87,0.01,16.381437,1
8.85,5.22,1.41,0.617,17.438353,1
8.18,2.91,0.73,0.584,15.499465,1
8.75,1.81,1.13,1.003,15.038393,0
7.12,4.57,0.65,0.306,15.41958,1
6.86,3.47,0.54,0.055,14.561647,0
5.26,11.06,0.71,0.883,15.478775,0
8.15,3.45,1.09,1.026,15.839095,0
9.34,-0.46,1.6,1.065,12.6537895,1
8.86,2.63,1.26,1.255,15.959778,0
8.26,7.98,1.11,0.281,17.770016,1
4.49,11.82,0.83,1.167,14.853087,0
4.73,6.34,0.78,1.593,13.740446,0
6.36,3.08,0.96,1.272,13.802753,0
9.6,5.55,1.62,0.608,18.321465,1
9.5,5.59,1.5,0.493,18.23706,1
8.89,2.05,0.86,1.12,15.44877,0
5.72,4.11,0.58,1.398,13.789209,0
7.72,6.95,0.73,0.315,16.929924,1
6.12,3.44,0.74,-0.028,13.802792,0
9.08,21.65,1.41,0.82,20.75729,0
8.92,1.49,1.22,1.12,14.785932,0
7.03,2.57,0.8,1.72,14.079666,0
9.03,9.51,0.95,0.635,18.920902,0
8.5,13.34,1.41,0.53,19.12578,1
9.81,4.9,1.56,0.695,18.26098,1
10.02,4.72,1.11,0.434,18.38971,1
6.79,-0.13,0.86,0.0,7.3597164,0
8.03,4.63,1.05,1.54,16.357904,0
7.91,4.15,1.24,1.33,16.00024,1
8.82,0.98,0.99,1.034,13.776131,0
9.27,7.87,1.31,0.673,18.749874,1
8.81,10.63,1.09,0.608,18.942665,1
7.95,1.21,0.7,0.898,13.363927,0
7.43,2.7,0.96,1.797,14.586819,0
4.56,8.46,0.72,-0.02,14.196852,1
7.94,4.7,1.01,0.997,16.30049,0
8.11,0.31,0.98,1.368,10.566808,0
9.01,0.72,1.18,1.705,13.296663,0
7.41,9.5,0.95,0.448,17.298618,1
5.66,1.21,0.56,1.667,11.073927,0
8.83,6.29,1.07,0.806,17.823254,1
4.93,6.02,0.81,1.684,13.827982,0
6.25,7.44,0.58,0.915,15.607864,0
6.68,9.44,0.92,0.171,16.55486,0
3.17,9.6,0.47,-0.12,13.081356,0
8.89,9.05,1.17,0.547,18.673244,1
7.84,1.04,1.09,0.681,12.925167,1
8.89,4.15,1.26,0.378,16.98024,1
4.82,2.07,0.92,1.459,11.399852,0
8.82,4.63,1.94,1.1,17.147903,0
6.86,5.1,0.9,0.905,15.397852,0
9.16,2.02,1.33,1.011,15.686756,1
8.08,14.39,0.58,0.656,18.870304,1
9.47,0.56,1.24,1.405,13.21094,0
8.74,7.87,1.19,0.46,18.219873,1
8.26,1.69,1.27,1.052,14.399433,1
7.41,3.48,0.55,0.112,15.117896,1
8.15,2.15,1.51,1.052,14.812192,0
8.69,1.66,0.84,0.944,14.79054,0
4.01,15.55,0.55,1.134,14.968653,0
4.57,8.27,1.18,0.227,14.157528,1
8.4,13.35,1.11,0.471,19.027405,1
10.0,0.58,1.8,1.124,13.81714,1
7.23,37.3,1.02,0.714,20.088543,1
6.24,12.74,0.53,0.1,16.765846,0
8.02,8.14,2.08,0.436,17.573124,1
8.86,7.46,1.12,0.605,18.223694,1
8.91,2.58,1.18,1.4,15.968098,0
8.4,3.91,1.11,0.594,16.360884,0
9.31,1.33,1.3,1.321,14.929258,0
8.1,1.61,1.19,0.087,14.13413,1
8.5,5.44,1.16,0.676,17.177994,1
8.46,3.18,0.87,1.157,15.972136,0
9.16,6.82,0.9,0.491,18.328922,1
5.89,6.47,0.87,1.231,14.944521,0
3.8,2.41,0.57,1.27,10.710086,0
9.2,3.95,0.99,1.116,17.182985,0
9.23,10.21,1.34,0.529,19.275127,1
7.33,5.61,0.93,1.211,16.074814,0
8.19,6.48,0.99,0.397,17.247875,1
7.85,0.77,0.96,-0.045,12.282454,1
7.39,10.71,0.62,0.432,17.538946,1
4.66,4.66,0.97,1.629,13.00193,0
6.2,6.92,0.49,0.093,15.40053,1
7.45,5.58,1.02,1.01,16.18317,0
9.09,3.21,0.88,0.53,16.622524,1
6.31,9.12,0.84,0.98,16.109974,0
6.94,4.45,1.04,0.962,15.181801,0
5.26,9.8,0.67,0.82,15.21613,0
6.07,4.32,0.54,1.647,14.247419,0
7.83,5.18,1.27,0.294,16.40165,1
8.7,1.68,1.2,1.591,14.826546,0
7.5,2.89,0.79,0.11,14.804489,0
8.2,4.95,1.04,0.438,16.673025,1
8.69,0.37,0.89,1.53,11.531008,0
8.64,10.92,0.95,0.555,18.831116,1
8.84,2.57,0.86,-0.064,15.889666,0
7.7,5.6,0.94,0.474,16.44094,0
8.38,1.57,0.68,1.49,14.359499,0
6.88,7.62,0.95,1.091,16.289776,1
9.25,22.95,1.6,0.905,21.053913,1
7.04,6.92,0.97,1.137,16.24053,0
8.18,15.3,2.01,0.564,19.103458,1
7.68,18.82,0.86,0.548,19.053099,1
8.14,0.59,1.11,1.533,11.994261,0
6.65,7.12,0.74,0.957,15.912399,0
9.42,5.71,1.4,0.351,18.20318,1
8.44,6.98,0.86,0.45,17.659275,1
9.12,7.53,0.8,0.773,18.503975,1
9.22,1.05,1.48,1.061,14.325947,0
7.71,3.94,0.93,0.025,15.687481,1
6.57,8.21,0.79,0.139,16.141716,1
8.53,1.13,1.35,1.595,13.795392,0
7.88,3.0,1.05,1.14,15.265606,0
7.35,7.5,0.65,0.015,16.725306,1
7.12,0.79,0.74,-0.046,11.608135,1
5.43,33.48,0.93,0.364,18.053928,1
8.82,4.36,0.85,0.528,17.017433,1
8.11,0.7,0.87,0.09,12.335489,1
7.83,1.89,0.97,1.668,14.212309,0
6.77,2.96,0.85,1.61,14.126459,0
10.06,2.21,1.73,0.557,16.781961,1
8.46,11.78,1.07,0.467,18.815727,1
9.03,3.53,1.05,0.042,16.768873,1
8.52,1.12,1.11,-0.015,13.76609,1
5.23,9.49,0.82,1.396,15.116331,0
8.76,2.21,0.8,1.393,15.481962,0
8.44,6.53,1.38,0.9,17.514565,1
5.57,12.39,0.66,1.16,16.035357,0
7.76,-1.34,1.73,0.99,13.395524,0
7.77,1.31,1.08,1.151,13.356357,0
9.53,2.59,0.95,0.258,16.596498,0
8.66,3.31,1.18,0.228,16.25914,0
8.33,15.84,0.67,0.595,19.328775,1
7.03,1.93,0.86,-0.06,13.457787,1
7.81,1.32,1.05,1.551,13.41287,0
5.25,9.74,0.48,0.953,15.192795,0
7.62,1.98,0.72,1.572,14.103326,0
4.71,15.96,1.01,1.023,15.725165,0
7.79,0.82,0.94,0.883,12.359069,0
7.53,2.49,1.08,-0.04,14.510997,0
11.21,-2.0,3.74,1.18,17.71515,1
8.63,5.66,1.19,1.096,17.394081,0
8.89,-0.19,1.29,0.013,10.283768,1
7.52,2.61,0.65,1.479,14.603203,0
8.8,1.5,1.24,1.249,14.680456,0
11.08,-1.55,1.96,0.861,17.031658,0
6.19,4.08,0.94,-0.034,14.243301,1
7.71,4.23,0.88,0.121,15.841702,0
7.34,14.05,0.68,0.486,18.078382,1
7.74,3.79,1.06,0.078,15.633196,1
9.76,9.78,1.08,0.617,19.711695,1
8.51,-0.48,1.67,0.219,11.916206,1
9.31,4.6,1.42,0.516,17.62379,1
9.01,6.06,1.27,0.443,17.922363,1
8.55,8.18,0.88,0.401,18.113766,1
5.49,4.27,0.68,1.345,13.642139,0
9.46,7.27,1.25,0.478,18.767672,1
9.08,3.66,1.17,1.599,16.897406,0
8.33,2.81,1.11,1.099,15.573532,0
7.72,5.06,0.97,1.582,16.240751,0
9.48,6.0,0.96,0.608,18.370756,1
7.17,3.81,0.97,0.823,15.074625,0
9.28,10.14,0.84,0.543,19.310188,1
8.04,3.77,1.11,1.321,15.921707,0
8.34,3.72,0.98,0.036,16.192715,0
6.2,10.1,0.58,-0.041,16.221607,1
10.71,0.89,1.91,0.72,15.45695,1
8.14,5.39,1.46,0.364,16.797943,1
8.47,0.99,0.95,1.699,13.448176,0
8.02,6.15,1.23,0.237,16.964376,1
8.1,13.33,0.98,0.51,18.724152,1
7.09,5.34,0.98,1.029,15.727706,0
8.22,6.58,1.1,0.997,17.31113,0
7.57,4.82,1.0,1.114,15.985235,0
8.48,4.24,0.86,1.012,16.616829,0
8.82,13.62,1.21,0.616,19.490887,1
6.43,6.6,0.79,1.047,15.5277195,0
8.44,5.17,1.32,1.594,17.007452,0
8.7,1.27,0.72,-0.032,14.219019,1
7.98,22.2,0.86,0.518,19.711765,1
9.19,2.42,0.91,0.15,16.109077,1
8.27,4.91,0.77,1.169,16.725409,0
7.93,0.26,1.14,1.47,10.004867,0
7.68,4.5,0.91,1.38,15.946062,0
9.53,7.71,1.11,0.639,18.965271,1
9.38,46.21,4.14,1.393,22.703678,1
7.19,2.01,0.78,0.393,13.70598,1
7.37,3.1,0.8,1.497,14.826808,0
8.17,4.47,0.68,0.412,16.421537,1
7.96,12.05,1.08,0.46,18.364935,1
11.0,2.69,1.28,0.11,18.148762,1
8.26,1.35,0.74,1.426,13.911669,0
8.36,3.54,0.72,1.063,16.105015,0
6.81,0.85,0.63,0.248,11.457094,0
7.04,5.21,0.57,0.97,15.624188,0
7.62,13.2,0.93,0.465,18.22287,1
9.07,5.25,2.6,0.618,17.670795,1
6.84,3.38,0.69,1.845,14.484584,0
8.15,0.37,1.06,1.522,10.991009,0
7.82,5.8,0.91,0.1,16.63714,1
5.01,12.14,1.17,0.222,15.431094,1
8.11,30.87,1.42,0.838,20.557682,1
8.77,3.68,0.89,1.222,16.59924,0
8.7,2.88,1.29,1.643,15.996963,0
5.68,1.27,0.49,-0.058,11.1990185,0
8.11,-2.91,1.15,0.038,15.429464,1
8.27,1.77,0.96,1.093,14.509867,0
9.02,-0.77,1.23,0.23,13.452454,0
9.24,3.45,0.86,1.406,16.929096,0
11.02,15.11,4.75,1.28,21.916323,1
8.21,7.31,0.68,1.184,17.529587,0
8.98,6.34,1.25,0.52,17.990446,1
8.27,3.09,0.66,0.075,15.719793,1
9.1,3.43,1.47,1.517,16.77647,0
8.35,0.54,1.09,1.271,12.011969,0
5.64,9.79,0.63,0.99,15.593914,0
7.62,0.88,0.85,1.573,12.342413,1
8.39,1.66,1.33,0.355,14.4905405,0
8.7,4.2,0.91,0.383,16.816246,1
8.02,1.28,1.09,0.249,13.55605,0
8.18,2.62,1.13,1.135,15.271507,0
8.84,2.31,1.44,1.05,15.65806,0
8.29,5.12,0.82,0.448,16.83635,1
7.09,0.92,0.65,1.141,11.908939,0
9.5,7.7,1.0,0.685,18.932453,1
6.24,13.96,0.78,0.105,16.964428,1
8.52,4.92,1.13,0.555,16.979826,1
8.76,-0.69,1.36,1.571,12.954246,0
6.06,7.99,0.84,1.011,15.572733,0
9.03,14.36,0.87,0.656,19.815773,1
6.77,5.46,0.93,0.169,15.455963,1
6.01,2.81,0.83,-0.03,13.253532,1
9.15,-1.51,3.21,0.924,15.044885,1
9.78,8.66,2.32,0.485,19.46759,1
8.68,6.57,1.44,0.595,17.767828,1
6.24,8.08,1.15,0.68,15.777057,0
7.56,2.27,0.67,1.564,14.340129,0
8.3,5.79,1.0,0.119,17.113392,1
8.93,0.24,1.39,1.379,10.831057,0
5.79,5.05,0.87,1.595,14.306457,0
4.8,7.54,0.71,1.236,14.186856,0
7.92,3.3,0.65,1.221,15.512569,0
7.84,23.85,1.91,0.818,19.727442,1
7.12,7.14,0.92,0.281,16.388493,1
8.7,11.81,1.11,0.573,19.061249,1
9.71,3.47,1.65,1.012,17.411648,0
7.52,5.25,0.52,0.224,16.120796,0
10.24,-1.68,1.22,-0.01,16.366547,1
6.56,2.65,0.81,-0.116,13.6762295,0
9.06,5.37,1.6,0.441,17.709873,1
8.3,3.04,1.41,1.244,15.714368,0
7.36,5.76,0.55,1.052,16.162113,0
8.27,3.84,1.11,1.087,16.191658,0
8.76,0.66,0.96,0.95,12.857719,0
7.98,1.95,0.67,1.369,14.430174,0
5.79,4.72,0.59,0.586,14.15971,1
8.24,2.19,1.15,1.025,14.942221,0
7.21,4.67,0.81,1.313,15.556584,0
9.03,1.65,1.2,0.972,15.11742,1
8.19,8.0,1.11,0.594,17.705448,1
5.93,7.86,0.5,0.656,15.407112,1
6.09,4.71,0.84,-0.057,14.455105,1
5.7,7.35,0.53,-0.032,15.031437,1
5.85,5.2,0.57,0.827,14.430017,0
9.0,0.54,0.98,1.071,12.661968,0
7.85,4.72,0.73,1.013,16.21971,1
7.44,7.17,0.99,1.215,16.717596,0
6.39,12.41,0.93,0.991,16.85886,0
8.25,1.47,0.83,1.104,14.086587,0
9.69,4.58,1.68,0.424,17.994328,1
8.78,3.27,1.03,-0.04,16.35274,1
9.4,24.05,1.64,0.894,21.305574,1
6.75,13.25,0.5,0.263,17.361078,1
9.79,3.2,1.23,0.09,17.31575,1
7.83,4.04,1.06,1.001,15.861907,0
8.08,4.01,1.04,1.047,16.095722,0
9.56,2.59,1.45,1.079,16.6265,0
5.18,2.52,0.55,-0.274,12.187002,1
7.61,16.41,1.01,0.47,18.685543,1
9.1,8.06,1.29,0.452,18.631676,1
8.67,54.57,3.21,1.285,22.35477,1
8.02,1.65,1.2,1.401,14.10742,0
7.39,3.64,1.05,0.061,15.195507,1
9.15,0.14,1.1,1.157,9.88064,0
8.13,7.43,1.56,0.929,17.484943,1
8.59,-0.56,0.85,0.36,12.33094,0
7.62,4.11,1.05,1.435,15.689209,0
8.51,0.3,1.15,1.179,10.895607,0
7.01,6.31,0.89,1.154,16.010147,0
7.07,5.54,0.63,1.16,15.787548,0
10.41,-1.95,2.04,0.093,16.860172,0
7.66,4.52,0.93,1.19,15.935692,0
6.64,2.78,0.7,-0.187,13.860224,1
6.93,-0.67,1.05,2.142,11.060373,0
7.66,4.88,0.82,0.2,16.102098,1
8.31,7.41,1.02,0.43,17.659092,1
8.19,11.5,0.9,0.435,18.493488,1
6.01,4.07,0.9,1.365,14.057972,0
6.82,8.17,0.64,0.004,16.381111,1
9.01,3.8,1.23,0.937,16.908918,0
7.39,9.13,0.9,0.287,17.192354,1
8.85,1.28,1.38,1.012,14.38605,0
6.4,2.88,0.69,0.013,13.696962,1
8.76,1.17,2.15,1.117,14.100929,0
7.74,10.21,0.9,0.41,17.785128,1
8.55,-0.04,1.42,1.232,6.5603,0
7.74,5.56,0.73,1.167,16.465374,0
4.79,5.37,0.78,-0.028,13.439872,0
6.53,15.93,0.71,0.512,17.541079,1
7.34,7.8,0.57,0.174,16.800472,1
9.01,3.24,1.33,1.106,16.562725,0
8.2,3.4,0.99,1.075,15.857394,0
9.24,0.95,0.76,0.085,14.128618,1
6.09,7.47,0.89,1.347,15.456603,0
6.36,7.41,0.67,-0.003,15.709091,1
8.09,4.16,0.96,1.061,16.185467,0
6.74,17.71,0.59,0.443,17.981092,1
8.66,2.39,1.12,1.58,15.55199,0
9.1,8.35,1.32,0.574,18.708431,1
9.05,2.03,1.02,0.912,15.587481,0
7.51,2.92,0.83,0.138,14.836914,0
9.16,6.37,1.18,0.573,18.180696,1
8.55,6.44,0.98,0.57,17.594429,1
7.54,5.51,0.83,1.106,16.245758,0
8.21,3.52,0.96,1.015,15.942713,0
7.91,3.24,1.04,1.159,15.462725,0
6.85,1.79,0.81,1.6,13.114265,0
7.79,3.67,0.68,1.031,15.61333,0
7.83,3.8,0.77,0.955,15.728918,0
6.32,6.93,0.93,0.953,15.523666,0
7.15,1.81,0.57,1.459,13.438393,0
7.49,15.4,0.88,0.501,18.427605,1
8.5,12.02,1.23,0.684,18.899523,1
8.93,4.82,0.94,0.183,17.345236,1
8.32,5.96,1.46,0.0,17.196232,1
6.12,9.88,0.71,1.174,16.093784,0
8.39,6.06,1.54,0.182,17.302364,1
8.65,3.7,1.21,0.965,16.491009,0
8.8,1.3,1.32,1.055,14.369717,0
8.1,5.29,1.19,1.022,16.717278,0
6.44,11.14,1.0,0.255,16.674427,1
7.14,2.43,1.0,1.028,14.068031,0
8.11,11.2,1.04,0.43,18.35609,1
6.36,8.75,0.81,0.034,16.07004,1
8.06,5.71,1.12,0.445,16.843182,1
7.4,7.73,0.89,0.952,16.840899,0
9.22,5.8,1.55,1.295,18.03714,0
4.94,21.24,0.78,0.072,16.575773,1
6.34,-0.36,0.55,0.317,9.121513,0
6.63,6.84,0.79,1.017,15.805281,0
7.62,1.51,0.77,1.18,13.514885,0
6.56,4.12,0.49,0.077,14.634485,1
8.05,-1.46,0.89,1.515,13.871765,0
7.36,2.0,0.83,-0.095,13.86515,1
7.8,-0.14,0.94,-0.08,8.530641,0
6.05,4.22,1.25,1.385,14.176562,0
7.44,12.21,0.85,0.448,17.873579,1
8.6,6.59,0.85,0.548,17.694427,1
6.17,7.21,0.7,1.041,15.459676,0
4.96,13.54,0.72,0.052,15.618093,1
8.36,8.56,1.01,0.44,18.02237,1
7.0,3.86,0.59,-0.088,14.932937,1
7.88,1.28,0.8,1.401,13.41605,1
6.73,18.25,0.85,0.519,18.036314,1
8.76,0.35,1.08,1.054,11.480341,0
8.75,6.82,1.12,0.851,17.918922,1
9.32,1.23,1.11,-0.075,14.769526,0
7.65,2.39,0.99,1.22,14.54199,0
9.8,29.76,1.55,1.125,22.168163,1
8.82,1.02,1.15,0.31,13.863001,0
8.92,2.74,1.24,0.501,16.108753,1
8.08,8.38,0.68,0.469,17.69622,1
7.32,5.51,0.74,0.97,16.025759,0
7.88,7.56,0.86,0.14,17.27261,1
8.26,1.58,1.04,-0.14,14.253286,0
3.51,11.9,0.71,1.571,13.887735,0
7.87,4.93,0.93,1.233,16.334234,0
7.26,4.15,0.6,1.014,15.350241,0
4.73,9.46,0.7,1.532,14.609455,0
8.17,2.48,0.74,-0.07,15.142258,1
5.88,19.48,0.7,0.211,17.327946,1
7.98,6.83,0.61,0.355,17.152103,0
8.94,2.79,0.83,1.779,16.16802,0
8.39,-1.15,0.83,1.08,13.693489,0
8.27,6.09,0.97,0.511,17.193087,1
8.7,3.01,0.84,1.086,16.092833,0
6.05,6.12,0.58,1.599,14.983757,0
7.26,8.14,0.72,0.076,16.813122,1
6.06,-0.44,0.72,0.612,9.277264,0
8.04,9.88,0.96,0.352,18.013784,1
8.42,-0.3,1.14,1.325,10.805607,0
9.32,2.22,1.32,1.118,16.051765,1
8.48,2.38,1.39,0.044,15.3628845,1
5.34,17.54,0.73,0.448,16.560148,0
6.05,7.73,0.88,0.153,15.490898,1
9.02,4.7,2.1,0.397,17.38049,1
9.48,2.73,1.53,0.979,16.660812,1
6.0,3.65,1.18,-0.025,13.811464,1
5.67,1.74,0.85,-0.022,11.8727455,1
9.45,9.77,1.51,0.689,19.399473,1
9.15,7.86,1.24,0.672,18.627113,1
8.11,6.23,1.06,0.531,17.08244,1
6.65,8.88,0.57,0.176,16.392065,1
9.96,64.24,2.68,1.442,23.999027,1
6.05,10.28,0.6,0.022,16.109966,1
8.28,4.95,0.65,0.265,16.753025,1
8.55,13.18,0.9,0.483,19.149578,1
7.97,2.53,0.85,0.378,14.985602,1
8.9,18.85,1.01,0.806,20.276558,1
8.4,11.7,1.12,0.486,18.740929,1
8.24,4.72,1.08,0.335,16.60971,1
9.37,-0.42,2.73,1.219,12.486246,0
9.56,-0.06,1.43,0.006,8.450757,1
7.43,0.57,0.98,-0.034,11.209374,1
9.86,0.83,1.57,1.117,14.45539,0
8.11,8.66,0.98,0.443,17.797588,1
5.97,8.26,0.57,0.974,15.554899,1
7.14,19.33,1.08,0.656,18.57116,1
7.17,3.65,0.57,0.949,14.981464,0
8.19,5.98,1.0,0.14,17.073505,1
8.65,2.03,1.1,0.837,15.18748,0
10.01,3.38,1.6,0.629,17.654583,1
9.03,3.52,1.7,0.131,16.762712,1
8.0,2.84,1.19,1.034,15.266592,0
6.78,2.73,0.86,-0.051,13.9608135,1
9.98,5.65,1.61,0.773,18.740242,1
8.32,4.11,1.07,1.051,16.38921,0
9.73,4.68,2.0,0.08,18.08123,1
8.68,12.98,1.1,0.564,19.246372,1
9.33,8.22,0.94,0.684,18.904358,1
7.81,5.16,0.91,0.176,16.37325,0
7.31,4.59,0.87,1.137,15.619064,0
9.67,-0.11,1.53,-0.134,9.876964,0
7.86,1.29,0.97,1.0,13.412949,0
8.4,7.08,1.12,1.255,17.650166,1
6.72,5.79,0.82,0.107,15.533392,1
7.18,2.83,0.65,-0.137,14.438932,1
9.24,6.65,1.49,0.579,18.354107,1
6.75,7.04,0.95,0.998,15.987864,0
7.41,11.05,0.79,0.447,17.62681,1
9.78,38.99,1.88,1.194,22.734768,1
10.25,1.93,1.22,0.906,16.677786,1
8.73,2.29,1.08,-0.035,15.529177,1
8.82,3.46,0.73,0.954,16.51538,0
7.55,13.85,1.25,0.547,18.25725,1
7.7,3.8,1.15,1.158,15.598918,1
8.57,4.63,1.18,0.26,16.897903,1
10.0,-2.13,1.58,1.15,16.6419,0
5.11,1.09,0.57,1.108,10.2971325,0
6.69,2.18,0.68,-0.098,13.382282,1
6.44,3.54,0.61,1.198,14.185017,0
4.97,8.55,0.98,1.302,14.629829,0
9.15,-0.03,1.17,1.476,6.535606,0
8.23,3.76,1.07,0.987,16.105938,0
8.84,0.83,1.26,1.374,13.43539,0
9.12,9.32,1.43,0.92,18.96708,1
8.14,1.66,0.85,0.204,14.2405405,1
7.8,2.63,0.95,0.19,14.899778,1
3.35,57.02,0.83,0.443,17.130136,1
6.97,30.36,0.81,0.618,19.381508,1
5.59,5.86,0.74,0.971,14.429488,0
8.8,4.29,0.73,1.176,16.962288,0
8.59,6.08,1.04,0.223,17.509518,1
7.36,7.25,0.62,0.006,16.66169,1
8.86,8.75,1.45,0.671,18.57004,1
8.61,2.46,1.32,2.157,15.564675,0
8.48,29.35,1.29,0.898,20.818039,1
8.61,2.35,1.08,1.537,15.46534,0
8.4,3.13,1.07,0.244,15.877722,1
7.12,20.96,1.04,0.507,18.726955,1
4.82,2.02,0.7,-0.212,11.346757,0
8.9,-0.96,1.28,0.07,13.811356,0
7.08,2.87,0.76,1.553,14.36941,0
7.72,5.44,0.95,1.225,16.397995,0
6.91,8.24,0.87,0.015,16.489635,1
5.95,1.96,0.59,1.736,12.411281,0
7.11,7.23,1.02,0.252,16.405691,0
8.73,1.52,0.76,1.31,14.639217,0
8.3,0.33,1.19,1.08,10.8925705,0
4.98,38.14,0.79,0.343,17.886904,1
7.84,29.87,1.2,0.783,20.216175,1
